代碼,學校名稱,公/私立,縣市名稱,地址,電話,網址
373D01,市立萬華國中補校,公立,[37]臺北市,[108]臺北市萬華區日善里西藏路201號,(02)23394567,http://www.whjhs.tp.edu.tw
373E01,市立雙園國小補校,公立,[37]臺北市,[108]臺北市萬華區雙園里莒光路315號,(02)23061893,http://www.syps.tp.edu.tw
373E02,市立老松國小補校,公立,[37]臺北市,[108]臺北市萬華區福音里桂林路64號,(02)23361266,http://www.tlsps.tp.edu.tw
383D01,市立木柵國中補校,公立,[38]臺北市,[116]臺北市文山區木柵路3段102巷12號,(02)29393031,http://www.mcjhs.tp.edu.tw
383E01,市立木柵國小補校,公立,[38]臺北市,[116]臺北市文山區木柵里木柵路3段191號,(02)29391234,http://www.mjes.tp.edu.tw
393D02,市立南港高中附國中補校,公立,[39]臺北市,[115]臺北市南港區西新里向陽路21號,(02)27837863,http://www.nksh.tp.edu.tw
393E01,市立南港國小補校,公立,[39]臺北市,[115]臺北市南港區三重里惠民街67號,(02)27834678,http://www.nkps.tp.edu.tw
403D01,市立內湖國中補校,公立,[40]臺北市,[114]臺北市內湖區陽光街一號,(02)27900843,http://w2.nhjh.tp.edu.tw/nhjh/
403E01,市立內湖國小補校,公立,[40]臺北市,[114]臺北市內湖區港富里內湖路2段41號,(02)27998085,http://www.nhes.tp.edu.tw
413D01,市立士林國中補校,公立,[41]臺北市,[111]臺北市士林區福德里中正路345號,(02)88613411,http://www.sljh.tp.edu.tw
413E01,市立士東國小補校,公立,[41]臺北市,[111]臺北市士林區蘭雅里中山北路六段392號,(02)28710064,http://www.stes.tp.edu.tw
413E02,市立社子國小補校,公立,[41]臺北市,[111]臺北市士林區永倫里延平北路六段308號,(02)28126195,http://www.stps.tp.edu.tw
423D01,市立北投國中補校,公立,[42]臺北市,[112]臺北市北投區溫泉里溫泉路62號,(02)28912091,http://www.ptjh.tp.edu.tw
423E01,市立北投國小補校,公立,[42]臺北市,[112]臺北市北投區長安里中央北路1段73號,(02)28912052,http://www.ptes.tp.edu.tw
033D01,市立同德國中補校,公立,[03]桃園市,[330]桃園市桃園區南平路487號,(03)2628955#213,http://www.tdjhs.tyc.edu.tw/
033E01,市立光明國小補校,公立,[03]桃園市,[338]桃園市蘆竹區南昌路255號,(03)3127066#513,http://www.gmes.tyc.edu.tw/
034D01,市立桃園國中補校,公立,[03]桃園市,[330]桃園市桃園區莒光街2號,(03)3358282#750,http://www.tyjh.tyc.edu.tw
034D02,市立青溪國中補校,公立,[03]桃園市,[330]桃園市桃園區中山東路124號,(03)3392400#512,http://www.chjh.tyc.edu.tw
034D04,市立大成國中補校,公立,[03]桃園市,[334]桃園市八德區大勇里忠勇街12號,(03)3625633#251,http://www.tcjhs.tyc.edu.tw
034D05,市立內壢國中補校,公立,[03]桃園市,[320]桃園市中壢區復華里復華一街108號,(03)4522494,http://www.nljh.tyc.edu.tw
034D06,市立中壢國中補校,公立,[03]桃園市,[324]桃園市平鎮區延平路一段115號,(03)4223214#220,http://www.cljhs.tyc.edu.tw
034D07,市立龍潭國中補校,公立,[03]桃園市,[325]桃園市龍潭區中正里龍華路460號,(03)4792075,http://www.ltjhs.tyc.edu.tw
034D08,市立仁美國中補校,公立,[03]桃園市,[326]桃園市楊梅區高榮里梅獅路539巷1號,(03)4641123,http://www.zmjhs.tyc.edu.tw
034D09,市立楊梅國中補校,公立,[03]桃園市,[326]桃園市楊梅區校前路149號,(03)4782024,http://www.ymjhs.tyc.edu.tw
034D10,市立東興國中補校,公立,[03]桃園市,[320]桃園市中壢區廣州路25號,(03)34583500,http://www.dsjhs.tyc.edu.tw
034D12,市立大園國中補校,公立,[03]桃園市,[337]桃園市大園區園科路400號,(03)3862029,http://163.30.71.1
034D13,市立南崁國中補校,公立,[03]桃園市,[338]桃園市蘆竹區五福六路1號,(03)3525590#332,http://web.nkjh.tyc.edu.tw
034D16,市立龍岡國中補校,公立,[03]桃園市,[320]桃園市中壢區龍東路147號,(03)4562137#220,http://www.lkjh.tyc.edu.tw
034D20,市立八德國中補校,公立,[03]桃園市,[334]桃園市八德區興豐路321號,(03)3685322#331,http://www.ptjh.tyc.edu.tw
034D21,市立大竹國中補校,公立,[03]桃園市,[338]桃園市蘆竹區大竹里四鄰國中巷35號,(03)3232764,http://www.dcjh.tyc.edu.tw
034E01,市立桃園國小補校,公立,[03]桃園市,[330]桃園市桃園區民權路67號,(03)3322268,http://www.tyes.tyc.edu.tw
034E02,市立東門國小補校,公立,[03]桃園市,[330]桃園市桃園區東門里東國街14號,(03)3322057,http://www.tmps.tyc.edu.tw
034E04,市立大成國小補校,公立,[03]桃園市,[334]桃園市八德區廣福路31號,(03)3661155,http://www.dches.tyc.edu.tw
034E05,市立龍潭國小補校,公立,[03]桃園市,[325]桃園市龍潭區龍潭里南龍路13號,(03)4792014,http://163.30.181.1
034E06,市立內壢國小補校,公立,[03]桃園市,[320]桃園市中壢區福德路20號,(03)4635888,http://www.nlps.tyc.edu.tw
034E08,市立新明國小補校,公立,[03]桃園市,[320]桃園市中壢區中央西路二段97號,(03)4933262,http://www.simps.tyc.edu.tw
034E09,市立楊梅國小補校,公立,[03]桃園市,[326]桃園市楊梅區校前路1號,(03)4782016,http://www.ymes.tyc.edu.tw
034E11,市立大園國小補校,公立,[03]桃園市,[337]桃園市大園區橫峰里中正東路160號,(03)3862030,http://www.dyps.tyc.edu.tw
034E12,市立果林國小補校,公立,[03]桃園市,[337]桃園市大園區菓林里十二鄰41號,(03)3835096,http://www.kles.tyc.edu.tw
034E13,市立忠貞國小補校,公立,[03]桃園市,[324]桃園市平鎮區龍興里龍南路315號,(03)4501450,http://www.jjes.tyc.edu.tw
034E15,市立草漯國小補校,公立,[03]桃園市,[328]桃園市觀音區草新里2鄰新生路1462號,(03)4830160#230,http://www.ttes.tyc.edu.tw
034E17,市立南崁國小補校,公立,[03]桃園市,[338]桃園市蘆竹區羊稠里吉林路160號,(03)3115578,http://www.nkes.tyc.edu.tw
034E19,市立新屋國小補校,公立,[03]桃園市,[327]桃園市新屋區新生里中正路196號,(03)4772016,http://www.snwes.tyc.edu.tw
034E20,市立瑞埔國小補校,公立,[03]桃園市,[326]桃園市楊梅區埔心里中興路133號,(03)4822018,http://www.rpes.tyc.edu.tw
034E21,市立西門國小補校,公立,[03]桃園市,[330]桃園市桃園區莒光街15號,(03)3342351,http://www.simes.tyc.edu.tw
034E23,市立富台國小補校,公立,[03]桃園市,[320]桃園市中壢區中山東路三段369號,(03)4563335#530,http://www.ftes.tyc.edu.tw
034E25,市立大竹國小補校,公立,[03]桃園市,[338]桃園市蘆竹區大竹路556號,(03)3232917#211,http://www.dces.tyc.edu.tw
034E30,市立建國國小補校,公立,[03]桃園市,[330]桃園市桃園區昆明路95號,(03)3636660#210,http://www.jkes.tyc.edu.tw
063E01,市立太平區中華國小補校,公立,[06]臺中市,[411]臺中市太平區大源路1-20號,(04)23920870,http://www.chps.tc.edu.tw/index_school.htm
064D01,市立東勢國中補校,公立,[06]臺中市,[423]臺中市東勢區東崎路五段415號,(04)25873843,http://www.tsjhs.tc.edu.tw
064D02,市立潭子國中補校,公立,[06]臺中市,[427]臺中市潭子區潭興路二段419巷1號,(04)25376192,http://www.ttjhs.tc.edu.tw
064D03,市立大道國中補校,公立,[06]臺中市,[432]臺中市大肚區仁德路60號,(04)26992028,http://www.ttjh.tc.edu.tw
064D04,市立大甲國中補校,公立,[06]臺中市,[437]臺中市大甲區育英路186號,(04)26862042,http://www.tjjh.tc.edu.tw
064D05,市立清水國中補校,公立,[06]臺中市,[436]臺中市清水區鰲峰路250號,(04)26262042,http://www.csjh.tc.edu.tw
064D06,市立沙鹿國中補校,公立,[06]臺中市,[433]臺中市沙鹿區中正街1號,(04)26622163,http://www.sljh.tc.edu.tw
064D08,市立后綜高中附設國中補校,公立,[06]臺中市,[421]臺中市后里區廣福里三豐路三段968號,(04)25562012,http://www.htjh.tc.edu.tw
064D09,市立豐原國中補校,公立,[06]臺中市,[420]臺中市豐原區三豐路一段321號,(04)25251200,http://www.fyjh.tc.edu.tw
064D10,市立大雅國中補校,公立,[06]臺中市,[428]臺中市大雅區學府路280號,(04)25672171,http://www.tyjh.tc.edu.tw
064D11,市立光復國中(小)補校,公立,[06]臺中市,[413]臺中市霧峰區南柳里柳豐路535號,(04)23393141,http://www.kfjh.tc.edu.tw
064D12,市立四箴國中補校,公立,[06]臺中市,[434]臺中市龍井區中沙路2號,(04)26314606,http://www.scjh.tc.edu.tw
064D13,市立成功國中補校,公立,[06]臺中市,[412]臺中市大里區至善路157號,(04)24927226,http://www.ckjh.tc.edu.tw
064D14,市立中平國中補校,公立,[06]臺中市,[411]臺中市太平區太平路300號,(04)22767416#514,http://www.cpjh.tc.edu.tw
064D16,市立梧棲國中補校,公立,[06]臺中市,[435]臺中市梧棲區文化里民生街12號,(04)26562850,http://www.wcjs.tc.edu.tw
064E01,市立南陽國小補校,公立,[06]臺中市,[420]臺中市豐原區中陽里南陽路440號,(04)25222521#70,http://www.nyes.tc.edu.tw
064E02,市立富春國小補校,公立,[06]臺中市,[420]臺中市豐原區豐西里中山路455號,(04)25222542,http://www.fcps.tc.edu.tw
064E04,市立清水國小補校,公立,[06]臺中市,[436]臺中市清水區光華路125號,(04)26222004,http://www.cses.tc.edu.tw
064E05,市立內新國小補校,公立,[06]臺中市,[412]臺中市大里區東昇里日新路8號,(04)24852863,http://www.nhps.tc.edu.tw
064E07,市立后里國小補校,公立,[06]臺中市,[421]臺中市后里區義里里甲后路一段168號,(04)25562294,http://www.hles.tc.edu.tw
064E08,市立神岡國小補校,公立,[06]臺中市,[429]臺中市神岡區神岡里神圳路1號,(04)25622406,http://www.skaes.tc.edu.tw
064E09,市立潭子國小補校,公立,[06]臺中市,[427]臺中市潭子區中山路二段435號,(04)25324610,http://www.ttps.tc.edu.tw
064E10,市立東勢國小補校,公立,[06]臺中市,[423]臺中市東勢區廣興里第五橫街1號,(04)25873442,http://www.tses.tc.edu.tw
064E12,市立龍峰國小補校,公立,[06]臺中市,[434]臺中市龍井區新庄里中沙路新庄仔巷2號,(04)26314707,http://www.lfps.tc.edu.tw
064E13,市立大肚國小補校,公立,[06]臺中市,[432]臺中市大肚區頂街里華山路77號,(04)26992016,http://www.ttes.tc.edu.tw
064E14,市立坪林國小補校,公立,[06]臺中市,[411]臺中市太平區坪林里坪林路45號,(04)23927677,http://www.ples.tc.edu.tw
064E16,市立大安國小補校,公立,[06]臺中市,[439]臺中市大安區中庄里中山南路296號,(04)26713166,http://www.daes.tc.edu.tw
064E17,市立大甲國小補校,公立,[06]臺中市,[437]臺中市大甲區文武里育德路233號,(04)26872048,http://www.tcps.tc.edu.tw
064E19,市立霧峰國小補校,公立,[06]臺中市,[413]臺中市霧峰區中正路736號,(04)23393069,http://www.wfps.tc.edu.tw
064E22,市立梧棲國小補校,公立,[06]臺中市,[435]臺中市梧棲區民生街45號,(04)26562834,http://www.wces.tc.edu.tw
064E24,市立追分國小補校,公立,[06]臺中市,[432]臺中市大肚區沙田路一段364號,(04)26932604,http://www.cfps.tc.edu.tw
064E25,市立烏日國小補校,公立,[06]臺中市,[414]臺中市烏日區中山路二段196號,(04)23381242,http://www.wjes.tc.edu.tw
064E26,市立永寧國小補校,公立,[06]臺中市,[435]臺中市梧棲區中央路一段160號,(04)26394234,http://www.ynps.tc.edu.tw
064E28,市立龍泉國小補校,公立,[06]臺中市,[434]臺中市龍井區龍泉里龍新路162號,(04)26353340,http://www.lces.tc.edu.tw
064E30,市立大安區永安國小補校,公立,[06]臺中市,[439]臺中市大安區永安里東西四路二段252號,(04)26874931,http://www.yaes.tc.edu.tw
064E31,市立沙鹿國小補校,公立,[06]臺中市,[433]臺中市沙鹿區美仁里中正街3號,(04)26625014,http://www.sles.tc.edu.tw
064E32,市立大雅國小補校,公立,[06]臺中市,[428]臺中市大雅區二和里學府路230號,(04)25667766,http://www.tyaes.tc.edu.tw
193D01,市立居仁國中補校,公立,[19]臺中市,[403]臺中市西區自由路一段97號,(04)22223620,http://www.cjjh.tc.edu.tw
193D02,市立忠明高中附設國中補校,公立,[19]臺中市,[403]臺中市西區博館路166號,(04)23224690,http://www.cmsh.tc.edu.tw
193D03,市立東峰國中補校,公立,[19]臺中市,[401]臺中市東區仁和路330號,(04)22825133,http://www.tfjh.tc.edu.tw
193D04,市立育英國中補校,公立,[19]臺中市,[401]臺中市東區育英路30號,(04)22115313,http://www.yejh.tc.edu.tw
193D05,市立四育國中補校,公立,[19]臺中市,[402]臺中市南區復興路二段152號,(04)22633229,http://www.syjhs.tc.edu.tw
193D06,市立西苑高中附設國中補校,公立,[19]臺中市,[407]臺中市西屯區西苑路268號,(04)27016473,http://www.sysh.tc.edu.tw
193D07,市立五權國中補校,公立,[19]臺中市,[404]臺中市北區英才路1號,(04)22012180,http://www.wcjh.tc.edu.tw
193D08,市立黎明國中補校,公立,[19]臺中市,[408]臺中市南屯區三義里一鄰干城街88號,(04)22510983,http://www.lmjh.tc.edu.tw
193D09,市立安和國中補校,公立,[19]臺中市,[407]臺中市西屯區天助街1號,(04)23589779,http://www.ahjh.tc.edu.tw
193D10,市立北新國中補校,公立,[19]臺中市,[406]臺中市北屯區柳陽東街180號,(04)22449374,http://www.phjh.tc.edu.tw
193E01,市立健行國小補校,公立,[19]臺中市,[404]臺中市北區健行路666號,(04)22038064,http://www.jxes.tc.edu.tw
193E02,市立忠信國小補校,公立,[19]臺中市,[403]臺中市西區林森路155號,(04)23722866,http://140.128.182.129
193E03,市立信義國小補校,公立,[19]臺中市,[402]臺中市南區五權南路325號,(04)22622005,http://www.xyes.tc.edu.tw
193E04,市立北屯國小補校,公立,[19]臺中市,[406]臺中市北屯區進化北路2號,(04)22332110,http://www.ptes.tc.edu.tw
193E05,市立大鵬國小補校,公立,[19]臺中市,[407]臺中市西屯區中平路268號,(04)22914655,http://www.dpes.tc.edu.tw
193E06,市立西屯區永安國小補校,公立,[19]臺中市,[407]臺中市西屯區西屯路三段133號,(04)24624470,http://www.yaes.tc.edu.tw
193E07,市立春安國小補校,公立,[19]臺中市,[408]臺中市南屯區春安路109號,(04)23894408,http://dns.caes.tc.edu.tw
193E09,市立成功國小補校,公立,[19]臺中市,[401]臺中市東區旱溪西路一段300號,(04)22124224#711,http://www.ckes.tc.edu.tw
193E12,市立文心國小補校,公立,[19]臺中市,[406]臺中市北屯區文心路四段575號,(04)22445906,http://www.wxes.tc.edu.tw
193E13,市立建功國小補校,公立,[19]臺中市,[406]臺中市北屯區軍和街43號,(04)24367042,http://www.jkes.tc.edu.tw/index.asp
114D04,市立新化國中補校,公立,[11]臺南市,[712]臺南市新化區中興路722號,(06)5902269,http://www.shjhs.tn.edu.tw
114D06,市立麻豆國中補校,公立,[11]臺南市,[721]臺南市麻豆區南勢里36號,(06)5722128,http://www.mdjh.tnc.edu.tw
114D08,市立南新國中補校,公立,[11]臺南市,[730]臺南市新營區民治路65號,(06)6563130,http://www.ns1jh.tnc.edu.tw
114D09,市立大灣高中附設國中補校,公立,[11]臺南市,[710]臺南市永康區文賢街68巷1號,(06)2714223#30,http://www.dwhs.tnc.edu.tw
114E02,市立麻豆國小補校,公立,[11]臺南市,[721]臺南市麻豆區東角里文昌路18號,(06)5722145,http://www.mdes.tnc.edu.tw
114E04,市立新化國小補校,公立,[11]臺南市,[712]臺南市新化區中山路173號,(06)5902035,http://www.sh2es.tnc.edu.tw
114E06,市立永康國小補校,公立,[11]臺南市,[710]臺南市永康區永康里中山南路637號,(06)2324462,http://www.ykes.tnc.edu.tw
114E07,市立大灣國小補校,公立,[11]臺南市,[710]臺南市永康區大灣路283號,(06)2719024,http://www.dw2es.tnc.edu.tw
114E12,市立學甲國小補校,公立,[11]臺南市,[726]臺南市學甲區秀昌里一秀30號,(06)7833220,http://www.sj3es.tnc.edu.tw
