代碼,學校名稱,公/私立,縣市名稱,地址,電話,網址
11330,新北市林口康橋國際高中附設國中,私立,[01]新北市,[244]新北市林口區興林路55號,(02)26015888,http://www.kcislk.ntpc.edu.tw/zh/index.html
11399,私立時雨高中附設國中,私立,[01]新北市,[224]新北市瑞芳區銅山里祈堂路217號,(02)24962217,http://www.syjh.ntpc.edu.tw
14302,市立海山高中附設國中,公立,[01]新北市,[220]新北市板橋區漢生東路215號,(02)29517475,http://www.hshs.ntpc.edu.tw
14311,市立三重高中附設國中,公立,[01]新北市,[241]新北市三重區集美街212號,(02)29760501,http://www.schs.ntpc.edu.tw/
14315,市立永平高中附設國中,公立,[01]新北市,[234]新北市永和區永平路205號,(02)22319670,http://www.yphs.ntpc.edu.tw
14322,市立樹林高中附設國中,公立,[01]新北市,[238]新北市樹林區中華路8號,(02)86852011,http://www.slsh.ntpc.edu.tw
14326,市立明德高中附設國中,公立,[01]新北市,[237]新北市三峽區中正路二段399號,(02)26723302,http://www.mdhs.ntpc.edu.tw
14332,市立秀峰高中附設國中,公立,[01]新北市,[221]新北市汐止區忠孝東路201號,(02)26412134,http://www.sfhs.ntpc.edu.tw/default_page.asp
14338,市立金山高中附設國中,公立,[01]新北市,[208]新北市金山區美田里文化二路2號,(02)24982028,http://www.cshs.ntpc.edu.tw
14343,市立安康高中附設國中,公立,[01]新北市,[231]新北市新店區安興路25號,(02)22111743,http://www.akhs.ntpc.edu.tw
14347,市立雙溪高中附設國中,公立,[01]新北市,[227]新北市雙溪區梅竹蹊3號,(02)24931028,http://www.sxhs.ntpc.edu.tw
14348,市立石碇高中附設國中,公立,[01]新北市,[223]新北市石碇區隆盛里八分寮45號,(02)26631224,http://www.sdhs.ntpc.edu.tw
14353,市立丹鳳高中附設國中,公立,[01]新北市,[242]新北市新莊區龍安路72號,(02)29089627,http://www.dfsh.ntpc.edu.tw/
14356,市立清水高中附設國中,公立,[01]新北市,[236]新北市土城區明德路一段72號,(02)22707801,http://www.cssh.ntpc.edu.tw
14357,市立三民高中附設國中,公立,[01]新北市,[247]新北市蘆洲區三民路96號,(02)22894675,http://www.smsh.ntpc.edu.tw
14362,市立錦和高中附設國中,公立,[01]新北市,[235]新北市中和區錦和路163號,(02)22498566,http://www.jhsh.ntpc.edu.tw
14363,市立光復高中附設國中,公立,[01]新北市,[220]新北市板橋區光環路一段7號,(02)29582366,http://www.gfhs.ntpc.edu.tw/
14364,市立竹圍高中附設國中,公立,[01]新北市,[251]新北市淡水區竹林路 35 號,(02)28096990,http://www.zwhs.ntpc.edu.tw/
14381,市立北大高級中學附設國中,公立,[01]新北市,[237]新北市三峽區大義路277號,(02)26742666 ,http://www.bdsh.ntpc.edu.tw
14468,市立樟樹國際實中附設國中,公立,[01]新北市,[221]新北市汐止區樟樹二路135號,(02)26430686,http://www.ctjhs.ntpc.edu.tw/
313301,市立西松高中附設國中,公立,[31]臺北市,[105]臺北市松山區鵬程里健康路325巷7號,(02)25286618,http://www.hssh.tp.edu.tw
313302,市立中崙高中附設國中,公立,[31]臺北市,[105]臺北市松山區八德路四段101號,(02)27535316,http://www.zlsh.tp.edu.tw/
330301,國立師大附中附設國中,公立,[33]臺北市,[106]臺北市大安區和安里信義路3段143號,(02)27075215,http://www.hs.ntnu.edu.tw
331301,私立延平中學附設國中,私立,[33]臺北市,[106]臺北市大安區和安里建國南路1段275號,(02)27071478,http://www.yphs.tp.edu.tw
331304,私立復興實驗高中附設國中,私立,[33]臺北市,[106]臺北市大安區敦化南路1段262 號,(02)27715859,http://www.fhjh.tp.edu.tw
333301,市立和平高中附設國中,公立,[33]臺北市,[106]臺北市大安區芳和里臥龍街100號,(02)27324300,http://www.hpsh.tp.edu.tw
343302,市立大同高中附設國中,公立,[34]臺北市,[104]臺北市中山區中央里長春路167號,(02)25054269,http://www.ttsh.tp.edu.tw
343303,市立大直高中附設國中,公立,[34]臺北市,[104]臺北市中山區劍潭里北安路420號,(02)25334017,http://www.dcsh.tp.edu.tw
361301,臺北市靜修高中附設國中,私立,[36]臺北市,[103]臺北市大同區雙連里寧夏路59號,(02)25574345,http://www.bish.tp.edu.tw
363302,市立成淵高中附設國中,公立,[36]臺北市,[103]臺北市大同區承德路二段235號,(02)25531969,http://www.cyhs.tp.edu.tw
373302,市立大理高中附設國中,公立,[37]臺北市,[108]臺北市萬華區綠堤里長順街2號,(02)23026959,http://newweb.tlsh.tp.edu.tw/
380301,國立政大附中附設國中,公立,[38]臺北市,[116]臺北市文山區政大一街353號,(02)82377500,http://www.chahs.nccu.edu.tw
381301,私立東山高中附設國中,私立,[38]臺北市,[116]臺北市文山區老泉里老泉街26巷3號,(02)29395826,http://www.tshs.tp.edu.tw
381304,私立再興中學附設國中,私立,[38]臺北市,[116]臺北市文山區明義里興隆路4段2號,(02)29366803,http://www.thsh.tp.edu.tw
381305,私立景文高中附設國中,私立,[38]臺北市,[116]臺北市文山區木新里保儀路127號,(02)29390310,http://www.jwsh.tp.edu.tw
381306,臺北市靜心高中附設國中,私立,[38]臺北市,[116]臺北市文山區興隆路二段46號,(02)29323118,http://www.chjhs.tp.edu.tw/dispPageBox/MainHp.aspx?ddsPageID=MAINHP
383302,市立萬芳高中附設國中,公立,[38]臺北市,[116]臺北市文山區興隆路3段115巷1號,(02)22309585,http://www.wfsh.tp.edu.tw
393301,市立南港高中附設國中,公立,[39]臺北市,[115]臺北市南港區西新里向陽路21號,(02)27837863,http://www.nksh.tp.edu.tw
400144,國立臺灣戲曲學院附設國中,公立,[40]臺北市,[114]臺北市內湖路二段177號,(02)27962666,http://www.tcpa.edu.tw
401302,私立方濟中學附設國中,私立,[40]臺北市,[114]臺北市內湖區紫星里成功路三段61號,(02)27910278,http://www.sfh.tp.edu.tw
401303,私立達人女中附設國中,私立,[40]臺北市,[114]臺北市內湖區湖濱里內湖路2段314號,(02)27956899,http://www1.trgsh.tp.edu.tw
411301,私立泰北高中附設國中,私立,[41]臺北市,[111]臺北市士林區福林里福林路240號,(02)28825560,http://www.tpsh.tp.edu.tw
411302,私立衛理女中附設國中,私立,[41]臺北市,[111]臺北市士林區翠山里至善路2段321號,(02)28411487,http://www.wlgsh.tp.edu.tw
411303,私立華興中學附設國中,私立,[41]臺北市,[111]臺北市士林區芝山里仰德大道1段101號,(02)28316834,http://www.hhhs.tp.edu.tw
413301,市立陽明高中附設國中,公立,[41]臺北市,[111]臺北市士林區後港里中正路510號,(02)28316675,http://www.ymsh.tp.edu.tw
413302,市立百齡高中附設國中,公立,[41]臺北市,[111]臺北市士林區義信里承德路4段177號,(02)28831568,http://www.blsh.tp.edu.tw
421301,私立薇閣高中附設國中,私立,[42]臺北市,[112]臺北市北投區中心里珠海路50號,(02)28925332,http://www.wghs.tp.edu.tw
421302,臺北市幼華高中附設國中,私立,[42]臺北市,[112]臺北市北投區北投路二段55號,(02)28921166,http://www.shvs.tp.edu.tw
421303,臺北市私立奎山實驗高級中學附設國中,私立,[42]臺北市,[112]臺北市北投區榮華里明德路200號,(02)28212009,https://www.kshs.tp.edu.tw/
31301,私立漢英高中附設國中,私立,[03]桃園市,[325]桃園市龍潭區中正路佳安段446號,(03)4712531,http://www.hhs.tyc.edu.tw/
31310,私立六和高中附設國中,私立,[03]桃園市,[324]桃園市平鎮區陸光路180號,(03)4204000,http://www.lioho.tw/tw/
31311,桃園市復旦高中附設國中,私立,[03]桃園市,[324]桃園市平鎮區復旦路二段122號,(03)4932476,http://www.fths.tyc.edu.tw
31312,桃園市治平高中附設國中,私立,[03]桃園市,[326]桃園市楊梅區埔心中興路137號,(03)4823636,http://www.cpshs.tyc.edu.tw/home
31313,桃園市振聲高中附設國中,私立,[03]桃園市,[330]桃園市桃園區復興路439號,(03)3322605 ,http://www.fxsh.tyc.edu.tw
31319,桃園市清華高中附設國中,私立,[03]桃園市,[327]桃園市新屋區中華路658號,(03)4771196,http://www.chvs.tyc.edu.tw
31320,桃園市新興高中附設國中,私立,[03]桃園市,[334]桃園市八德區永豐路563號,(03)3796996,http://www.hshs.tyc.edu.tw
31326,私立大華高中附設國中,私立,[03]桃園市,[326]桃園市楊梅區三民路二段200號,(03)4820506,http://www.thsh.tyc.edu.tw
34332,市立觀音高中附設國中,公立,[03]桃園市,[328]桃園市觀音區新坡里中山路2段519號,(03)4981464,http://www.gish.tyc.edu.tw
34335,市立新屋高級中等學校附設國中,公立,[03]桃園市,[327]桃園市新屋區中興路111號,(03)4772029,http://www.swjh.tyc.edu.tw/
34347,市立永豐高中附設國中,公立,[03]桃園市,[334]桃園市八德區永豐路609號,(03)3692679,http://www.yfms.tyc.edu.tw
60323,國立中科實驗高級中學附設國中,公立,[06]臺中市,[428]臺中市大雅區平和路227號,(04)25686850,http://www.nehs.tc.edu.tw
61301,財團法人常春藤高中附設國中,私立,[06]臺中市,[427]臺中市潭子區潭興路一段165巷320號,(04)25395066,http://www.ivyjhs.tc.edu.tw
61310,私立大明高中附設國中,私立,[06]臺中市,[412]臺中市大里區新仁路三段210號,(04)24821027,http://www.tmsh.tc.edu.tw
61313,私立明道高中附設國中,私立,[06]臺中市,[414]臺中市烏日區中山路一段497號,(04)23372101,http://www.mingdao.edu.tw
61314,私立僑泰高中附設國中,私立,[06]臺中市,[412]臺中市大里區樹王路342號,(04)24063936,http://www.ctas.tc.edu.tw
61315,私立華盛頓高中附設國中,私立,[06]臺中市,[411]臺中市太平區廍仔坑路26號(原弘仁),(04)23934712,http://www.whs.tc.edu.tw
61317,私立弘文高中附設國中,私立,[06]臺中市,[427]臺中市潭子區弘文街100號,(04)25340011,http://www.hwhs.tc.edu.tw
61318,私立立人高中附設國中,私立,[06]臺中市,[412]臺中市大里區中興路二段380號,(04)24834138,http://www.lzsh.tc.edu.tw
61322,華德福大地實驗學校附設國中,私立,[06]臺中市,[414]臺中市烏日區公園路36號,(04)23377520,http://www.motherearth.com.tw/
64308,市立后綜高中附設國中,公立,[06]臺中市,[421]臺中市后里區廣福里三豐路三段968號,(04):25562012,http://www.hzsh.tc.edu.tw
64324,市立大里高中附設國中,公立,[06]臺中市,[412]臺中市大里區國中路365號,(04)24067870,http://www.dlsh.tc.edu.tw
64328,市立新社高中附設國中,公立,[06]臺中市,[426]臺中市新社區復盛里中和街三段國中巷10號,(04)25812116,http://www.sshs.tc.edu.tw
64336,市立長億高中附設國中,公立,[06]臺中市,[411]臺中市太平區長億里長億六街1號,(04)22799267,http://www.cyhs.tc.edu.tw
64342,市立中港高中附設國中,公立,[06]臺中市,[435]臺中市梧棲區文昌路400號,(04)26578270,http://www.cgsh.tc.edu.tw
64350,市立龍津高中附設國中,公立,[06]臺中市,[434]臺中市龍井區三港路130號,(04)26304536,http://www.ljjhs.tc.edu.tw/home
64406,市立神岡高工附設國中,公立,[06]臺中市,[429]臺中市神岡區社南里中山路627號, (04)25623421,http://www.skjhs.tc.edu.tw/nss/p/index
191301,私立東大附中附設國中,私立,[19]臺中市,[407]臺中市西屯區臺灣大道四段1727號,(04)23590269,http://www.hn.thu.edu.tw
191302,私立葳格高中附設國中,私立,[19]臺中市,[406]臺中市北屯區軍福十八路328號,(04)24371728,https://senior.wagor.tc.edu.tw/
191305,私立新民高中附設國中,私立,[19]臺中市,[404]臺中市北區健行路111號,(04)22334105,http://www.shinmin.tc.edu.tw
191309,私立明德高中附設國中,私立,[19]臺中市,[402]臺中市南區明德街84號,(04)22877676,http://www.mdhs.tc.edu.tw
191311,私立衛道高中附設國中,私立,[19]臺中市,[406]臺中市北屯區四平路161號,(04)22911187,http://www.vtsh.tc.edu.tw
191313,私立曉明女中附設國中,私立,[19]臺中市,[404]臺中市北區中清路一段606號,(04)22921175,http://www.smgsh.tc.edu.tw
191314,私立嶺東高中附設國中,私立,[19]臺中市,[408]臺中市南屯區春社里嶺東路2號,(04)23898940,http://www.lths.tc.edu.tw
191315,私立磊川華德福實驗教育學校附設國中,私立,[19]臺中市,[406]臺中市北屯區松竹五路233號及366號,(04)24350110,http://www.leichuan.tc.edu.tw/
193303,市立忠明高中附設國中,公立,[19]臺中市,[403]臺中市西區博館路166號,(04)23224690,http://www3.cmsh.tc.edu.tw
193313,市立西苑高中附設國中,公立,[19]臺中市,[407]臺中市西屯區西苑路268號,(04)27016473,http://www.sysh.tc.edu.tw
193315,市立東山高中附設國中,公立,[19]臺中市,[406]臺中市北屯區景賢六路200號,(04)24360166,http://www.tsjh.tc.edu.tw
193316,市立惠文高中附設國中,公立,[19]臺中市,[408]臺中市南屯區公益路二段298號,(04)22503928,http://www.hwsh.tc.edu.tw
110328,國立南科國際實驗高中附設國中,公立,[11]臺南市,[744]臺南市新市區三舍里大順6路12巷6號,(06)5052916,http://www.nnkieh.tn.edu.tw
111313,私立南光高中附設國中,私立,[11]臺南市,[730]臺南市新營區中興路62號,(06)6335408,http://www.nkhs.tn.edu.tw
111320,私立港明高中附設國中,私立,[11]臺南市,[723]臺南市西港區慶安路229號,(06)7952025,http://www.kmsh.tn.edu.tw
111321,臺南市興國高中附設國中,私立,[11]臺南市,[730]臺南市新營區大同路86號,(06)6352201,http://www.hkhs.tn.edu.tw/
111322,私立明達高中附設國中,私立,[11]臺南市,[737]臺南市鹽水區橋南里忠孝路73號,(06)6521178,http://www.mdsh.tn.edu.tw
111323,私立黎明高中附設國中,私立,[11]臺南市,[721]臺南市麻豆區井東里磚子井141號,(06)5717123,http://www.lmsh.tn.edu.tw
114306,市立大灣高中附設國中,公立,[11]臺南市,[710]臺南市永康區文賢街68巷1號,(06)2714223,http://www.dwhs.tn.edu.tw/
114307,市立永仁高中附設國中,公立,[11]臺南市,[710]臺南市永康區忠孝路74號,(06)3115538,http://web.yrhs.tn.edu.tw/bin/home.php
211301,私立長榮高中附設國中,私立,[21]臺南市,[701]臺南市東區林森路二段79號,(06)2381711,http://www.cjshs.tn.edu.tw
211304,財團法人聖功女中附設國中,私立,[21]臺南市,[704]臺南市北區北園街87巷64號,(06)2740126,http://www.skgsh.tn.edu.tw
211310,臺南市光華高中附設國中,私立,[21]臺南市,[701]臺南市東區勝利路41號,(06)2386501,http://www.khgs.tn.edu.tw
211315,私立瀛海高中附設國中,私立,[21]臺南市,[709]臺南市安南區長溪路一段76號,(06)2568582,http://www.yhsh.tn.edu.tw
211317,私立崑山高中附設國中,私立,[21]臺南市,[704]臺南市北區開元路444號,(06)2364408,http://www.kssh.tn.edu.tw/bin/home.php
211318,私立德光高中附設國中,私立,[21]臺南市,[701]臺南市東區德光街106號,(06)2894560,http://www.tkgsh.tn.edu.tw
211320,財團法人慈濟高中附設國中,私立,[21]臺南市,[708]臺南市安平區建平五街111號,(06)2932323,http://www.tcsh.tn.edu.tw
213303,市立南寧高中附設國中,公立,[21]臺南市,[702]臺南市南區萬年路167號,(06)2622458,http://www.nnjh.tn.edu.tw
213316,市立土城高中附設國中,公立,[21]臺南市,[709]臺南市安南區安中路五段265號,(06)2577014,http://www.tcjh.tn.edu.tw
121307,財團法人普門中學附設國中,私立,[12]高雄市,[840]高雄市大樹區大坑路140-11號,(07)6562676,http://www.pmsh.khc.edu.tw
121318,私立正義高中附設國中,私立,[12]高雄市,[830]高雄市鳳山區南江街183號,(07)7225529,http://www.cysh.khc.edu.tw
121320,私立義大國際高中附設國中,私立,[12]高雄市,[840]高雄市大樹區學城路1段6號,(07)6577115 ,https://www.iis.kh.edu.tw/tw
124302,市立文山高中附設國中,公立,[12]高雄市,[833]高雄市鳥松區大埤路31號,(07)7777272,http://www.wsm.ks.edu.tw
124311,市立林園高中附設國中,公立,[12]高雄市,[832]高雄市林園區林園北路481號,(07)6412059,http://www.ly.ks.edu.tw
124313,市立仁武高中附設國中,公立,[12]高雄市,[814]高雄市仁武區仁林路20號,(07)3721640,http://www.rwm.ks.edu.tw
124322,市立路竹高中附設國中,公立,[12]高雄市,[821]高雄市路竹區中華路292號,(07)6963008,http://www.lchs.ks.edu.tw
124333,市立六龜高中附設國中,公立,[12]高雄市,[844]高雄市六龜區義寶里光復路212號,(07)6891023,http://www.lgm.ks.edu.tw
124340,市立福誠高中附設國中,公立,[12]高雄市,[830]高雄市鳳山區五甲三路176號,(07)8224646,http://www.ftm.ks.edu.tw
521301,天主教明誠高中附設國中,私立,[52]高雄市,[804]高雄市鼓山區中華一路97號,(07)5521593,http://www.mcsh.kh.edu.tw
521303,私立大榮高中附設國中,私立,[52]高雄市,[804]高雄市鼓山區大榮街1號,(07)5613281,http://www.dystcs.kh.edu.tw
523301,市立鼓山高中附設國中,公立,[52]高雄市,[804]高雄市鼓山區明德路2號,(07)5213258,http://www.kusjh.kh.edu.tw
540301,國立中山大學附屬國光高中附設國中,公立,[54]高雄市,[811]高雄市楠梓區後昌路512號,(07)3603600,http://www.kksh.kh.edu.tw
551301,私立立志高中附設國中,私立,[55]高雄市,[807]高雄市三民區立志街42號,(07)3922601,http://www.lcvs.kh.edu.tw
551303,南海月光實驗學校附設國中,私立,[55]高雄市,[807]高雄市三民區大中一路110巷52弄15號,(07)3458068,https://rise-education2018.webnode.tw/
563301,市立新興高中附設國中,公立,[56]高雄市,[800]高雄市新興區五福二路218號,(07)2727127,http://www.hhhs.kh.edu.tw
580301,國立高師大附中附設國中,公立,[58]高雄市,[802]高雄市苓雅區凱旋二路89號,(07)7613875,http://www.nknush.kh.edu.tw
581301,私立復華高中附設國中,私立,[58]高雄市,[802]高雄市苓雅區民權一路42號,(07)3344168   ,http://www.fhhs.kh.edu.tw
581302,天主教道明中學附設國中,私立,[58]高雄市,[802]高雄市苓雅區建國一路354號,(07)2240711,http://www.dmhs.kh.edu.tw
583301,市立中正高中附設國中,公立,[58]高雄市,[802]高雄市苓雅區中正一路8號,(07)7491992,http://www.cchs.kh.edu.tw
593302,市立瑞祥高中附設國中,公立,[59]高雄市,[806]高雄市前鎮區班超路63號,(07)8152271,http://www.rssh.kh.edu.tw
610405,國立高餐大附屬餐旅中學附設國中,公立,[61]高雄市,[812]高雄市小港區松和路40號,(07)8060705,http://nkhhs.nkuht.edu.tw/
21301,私立慧燈高中附設國中,私立,[02]宜蘭縣,[264]宜蘭縣員山鄉枕山村枕山路117-60號,(03)9229968,http://www.hdsh.ilc.edu.tw
21310,私立中道高中附設國中,私立,[02]宜蘭縣,[263]宜蘭縣壯圍鄉功勞村中央路三段312巷7號,(03)9306696,http://www.cdsh.ilc.edu.tw
24322,縣立南澳高中附設國中,公立,[02]宜蘭縣,[272]宜蘭縣南澳鄉蘇花路二段301號,(03)9981024,http://www.nojh.ilc.edu.tw
24325,縣立慈心華德福實中附設國中,公立,[02]宜蘭縣,[269]宜蘭縣冬山鄉照安路257號,(039)596222,http://blog.ilc.edu.tw/blog/blog/25783
41303,私立義民高中附設國中,私立,[04]新竹縣,[302]新竹縣竹北市中正西路15號,(03)5552020,http://www.ymsh.hcc.edu.tw
41305,私立忠信高中附設國中,私立,[04]新竹縣,[304]新竹縣新豐鄉忠信街178號,(03)5595775 ,http://www.chvs.hcc.edu.tw
41306,私立東泰高中附設國中,私立,[04]新竹縣,[310]新竹縣竹東鎮東峰路343號,(03)5961232,http://www.ttsh.hcc.edu.tw
41307,私立仰德高中附設國中,私立,[04]新竹縣,[304]新竹縣新豐鄉員山村133號,(03)5592158,http://www.ydvs.hcc.edu.tw
41401,私立內思高工附設國中,私立,[04]新竹縣,[305]新竹縣新埔鎮楊新路一段40號,(03)5882520,http://www.savs.hcc.edu.tw
44311,縣立六家高級中學附設國中,公立,[04]新竹縣,[302]新竹縣竹北市嘉興路356號,(03)5503824,http://www.ljjh.hcc.edu.tw/bin/home.php
44320,縣立湖口高中附設國中,公立,[04]新竹縣,[303]新竹縣湖口鄉中正路二段263巷21號,(03)5690772,http://www.hkhs.hcc.edu.tw
50314,國立卓蘭高中附設國中,公立,[05]苗栗縣,[369]苗栗縣卓蘭鎮老庄里161號,(04)25892007,http://w2.cles.mlc.edu.tw/
51302,私立君毅高中附設國中,私立,[05]苗栗縣,[350]苗栗縣竹南鎮公義路245號,(037)622009,http://www.cish.mlc.edu.tw
51306,私立建臺高中附設國中,私立,[05]苗栗縣,[360]苗栗縣苗栗市福麗里至公路251號,(037)353270,http://www.ctsh.mlc.edu.tw
51307,私立全人實驗高中附設國中,私立,[05]苗栗縣,[369]苗栗縣卓蘭鎮內灣里內灣141-3號,(04)25896909,http://holistic.org.tw/
54308,縣立三義高中附設國中,公立,[05]苗栗縣,[367]苗栗縣三義鄉廣盛村11鄰122號,(037)872015,http://web.sjh.mlc.edu.tw
54309,縣立苑裡高中附設國中,公立,[05]苗栗縣,[358]苗栗縣苑裡鎮客庄里1鄰初中路2號,(037)861042,http://www.yljh.mlc.edu.tw
54317,縣立興華高中附設國中,公立,[05]苗栗縣,[351]苗栗縣頭份市中正一路401號,(037)663403,http://www.shhs.mlc.edu.tw
54333,縣立大同高中附設國中,公立,[05]苗栗縣,[350]苗栗縣竹南鎮大埔里六鄰公義路890號,(037)580566,http://www.dtjh.mlc.edu.tw
71311,私立精誠高中附設國中,私立,[07]彰化縣,[500]彰化縣彰化市林森路200號,(04)7622790,http://www.cchs.chc.edu.tw
71317,私立文興高中附設國中,私立,[07]彰化縣,[520]彰化縣田中鎮員集路三段93號,(04)8753889 ,http://web1.hshs.chc.edu.tw/bin/home.php
71318,財團法人正德高中附設國中,私立,[07]彰化縣,[500]彰化縣彰化市莿桐里彰水路145號,(04)7524109,http://www.zdvs.chc.edu.tw
74308,縣立彰化藝術高中附設國中,公立,[07]彰化縣,[500]彰化縣彰化市卦山路13號,(04)7222844,http://www.chash.chc.edu.tw
74313,縣立二林高中附設國中,公立,[07]彰化縣,[526]彰化縣二林鎮中西里二城路6號,(04)8960121,http://www.elsh.chc.edu.tw
74323,縣立和美高中附設國中,公立,[07]彰化縣,[508]彰化縣和美鎮西園路三十一號,(04)7552043,http://www.hmjh.chc.edu.tw/
74328,縣立田中高中附設國中,公立,[07]彰化縣,[520]彰化縣田中鎮文化街23號,(04)8745820,http://www.tcjh.chc.edu.tw/ischool/publish_page/0/
74339,縣立成功高中附設國中,公立,[07]彰化縣,[514]彰化縣溪湖鎮福德路310號,(04)8819676,http://www.ckjh.chc.edu.tw/
81312,私立三育高中附設國中,私立,[08]南投縣,[555]南投縣魚池鄉瓊文巷39號,(049)2897212,http://www.taa.ntct.edu.tw
81313,私立弘明實驗高中附設國中,私立,[08]南投縣,[551]南投縣名間鄉東湖村大老巷102號,(049)2731799,http://www.holdmean.org.tw
81314,私立普台高中附設國中,私立,[08]南投縣,[545]南投縣埔里鎮一新里中台路5號,(049)2932899,http://www.ctworld.org.tw/ptshs/index.htm
84309,縣立旭光高中附設國中,公立,[08]南投縣,[542]南投縣草屯鎮中正路568-23號,(049)2563472,http://www.skjhs.ntct.edu.tw
91307,私立永年高中附設國中,私立,[09]雲林縣,[633]雲林縣土庫鎮建國路13號,(05)6622540,http://www.ynhs.ylc.edu.tw
91308,私立正心高中附設國中,私立,[09]雲林縣,[640]雲林縣斗六市虎溪里正心路1號,(05)5512502,http://www.shsh.ylc.edu.tw
91311,私立文生高中附設國中,私立,[09]雲林縣,[654]雲林縣四湖鄉中正路509號,(05)7872024,http://www.svsh.ylc.edu.tw
91316,私立揚子高中附設國中,私立,[09]雲林縣,[632]雲林縣虎尾鎮潁川里林森路二段541號,(05)6330181,http://www.ytjh.ylc.edu.tw
91319,福智高中附設國中,私立,[09]雲林縣,[646]雲林縣古坑鄉麻園村平和23號,(05)5828223,http://bwsh.ylc.edu.tw
91320,雲林縣維多利亞實驗高中附設國中,私立,[09]雲林縣,[640]雲林縣斗六市鎮南路1110號,(05)5378899,http://www.victoria.ylc.edu.tw
94301,縣立斗南高中附設國中,公立,[09]雲林縣,[630]雲林縣斗南鎮中山路212號,(05)5972059,http://www.tnjh.ylc.edu.tw
94307,縣立麥寮高中附設國中,公立,[09]雲林縣,[638]雲林縣麥寮鄉中興路310號,(05)6932050,http://www.mljh.ylc.edu.tw
94308,縣立古坑華德福實驗高級中學附設國中,公立,[09]雲林縣,[646]雲林縣古坑鄉荷苞村山峰17號,(05)5822075,http://tw.school.uschoolnet.com/?id=es00003779
94326,縣立蔦松藝術高中附設國中,公立,[09]雲林縣,[652]雲林縣水林鄉松北村1之1號,(05)7841801,http://www.nsjh.ylc.edu.tw/
101303,私立同濟高中附設國中,私立,[10]嘉義縣,[622]嘉義縣大林鎮中興路二段303號,(05)2652248,http://www.tjsh.cyc.edu.tw
101304,私立協同高中附設國中,私立,[10]嘉義縣,[621]嘉義縣民雄鄉建國路二段31號,(05)2213045,http://www.cmsh.cyc.edu.tw
104319,縣立竹崎高中附設國中,公立,[10]嘉義縣,[604]嘉義縣竹崎鄉竹崎村文化路23號,(05)2611006,http://www.ccjh.cyc.edu.tw
104326,縣立永慶高中附設國中,公立,[10]嘉義縣,[612]嘉義縣太保市信義二路1號,(05)3627226,http://www.ycsh.cyc.edu.tw
131302,屏東縣崇華高中附設國中,私立,[13]屏東縣,[908]屏東縣長治鄉新興路38號,(08)7626365,http://web.chbes.ptc.edu.tw/
131308,私立陸興高中附設國中,私立,[13]屏東縣,[900]屏東縣屏東市豐田里廣東路150號,(08)7225837,http://www.lssh.ptc.edu.tw
